2025-08-11 02:29:29 |     INFO | structformer_training | setup_logging:107 | ✅ Logging setup complete. Logs: logs/structformer_run/training.log
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: d4c3b43911bfcb750a1cfda4b96d8bf96e8c4ed8b65dcfe14d815bb8913a4e35
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 2671ded50f6e88fcf26b00549c746e1633b6f9a5a44e8e3dce64411abd8b5154
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 4b332874373a13f7d00d4454c5a8b8effd5f09b0d6548cea319d97657f0da418
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 6c1afc993299fc0f62c2dcc05e86e962d3722cdef45ba91e3b2fbd82e1ef5bb5
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 6c1afc993299fc0f62c2dcc05e86e962d3722cdef45ba91e3b2fbd82e1ef5bb5
2025-08-11 02:45:35 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit__reduce_max' with key 'jit__reduce_max-6c1afc993299fc0f62c2dcc05e86e962d3722cdef45ba91e3b2fbd82e1ef5bb5'
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit__reduce_max' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(_reduce_max) in 0.027793884 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming subtract for pjit in 0.000233173 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling subtract with global shapes and types [ShapedArray(float32[1,128,128]), ShapedArray(float32[1,128,1])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(subtract) in 0.001805067 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 73359034b9aa7eeb3a0a79e570593c0ce76cd4d57e5127e89085b99c8286058b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 73359034b9aa7eeb3a0a79e570593c0ce76cd4d57e5127e89085b99c8286058b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: cef4eef22c7a524964323ad192e9d8eeab78e8e5c65aac3baea4e8182db4ce6e
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: dcb4fb167edd9573f4f1600e6d66335615ad2b8bd740c518d2999261cf5fb9ab
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: dcb4fb167edd9573f4f1600e6d66335615ad2b8bd740c518d2999261cf5fb9ab
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: db5568d3f56ba09303aae50e9314169ac763aa31bc20b3410603aba6c2281c58
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: fbd23feea9b19cb9b5cd5a53d18a27356a2bc0651f859147cd29a598521f30b3
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: d578823b9d68f7210541e50ce1d2df31898cc6ec2210ec56902ad3b63b1db1ac
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: c728cc12f53cf4858aba974c2d62c0257106e67c9693127bedcaa62e1effa47f
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: c728cc12f53cf4858aba974c2d62c0257106e67c9693127bedcaa62e1effa47f
2025-08-11 02:45:35 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_subtract' with key 'jit_subtract-c728cc12f53cf4858aba974c2d62c0257106e67c9693127bedcaa62e1effa47f'
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_subtract' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(subtract) in 0.019434929 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming exp for pjit in 0.000208855 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling exp with global shapes and types [ShapedArray(float32[1,128,128])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(exp) in 0.001745939 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: fe2dd07e22671c070efe75c96403993bca429306329257f60878f50605e4f58d
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: fe2dd07e22671c070efe75c96403993bca429306329257f60878f50605e4f58d
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 87c2edd4f9097c92a65b237c21a559e58d03e906a531b7e0758769f54aeaaa89
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: d453492522112b7b196a25a7c866ae10bcce4945b2daed30416da5c406935989
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: d453492522112b7b196a25a7c866ae10bcce4945b2daed30416da5c406935989
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: fef916d5974b6568464ea5b06b679ef333699554cbfb8c72f470077db135754b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 0741170c54f4bebb4ecdb6b5d7c0492edefdbb898b8e6845c51fadd71c6fbfff
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 3cd60175263ccf76a3939c65085fff4f4bef0c836ba68409cbcdc41214e99a61
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 2d2c184aaf020a61df927501873c5d6fc4894fc9a885f0d4d33b33199ff38a74
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 2d2c184aaf020a61df927501873c5d6fc4894fc9a885f0d4d33b33199ff38a74
2025-08-11 02:45:35 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_exp' with key 'jit_exp-2d2c184aaf020a61df927501873c5d6fc4894fc9a885f0d4d33b33199ff38a74'
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_exp' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(exp) in 0.020531178 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _reduce_sum for pjit in 0.000498772 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling _reduce_sum with global shapes and types [ShapedArray(float32[1,128,128])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(_reduce_sum) in 0.001918554 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 3a0add0bb49be3d1cb833b602ac68e94e743dbf8a46e1e1869bda074dc593df0
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 3a0add0bb49be3d1cb833b602ac68e94e743dbf8a46e1e1869bda074dc593df0
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 7bdf33098efbe3278f5c6ace1e951f36cd9a1eb017feaef470ae855dc9083581
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 0e919a94b235ca6fd5c7680cdd94023cf2bdf97f5051458ca6108d84f18c4c57
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 0e919a94b235ca6fd5c7680cdd94023cf2bdf97f5051458ca6108d84f18c4c57
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: fef916d5974b6568464ea5b06b679ef333699554cbfb8c72f470077db135754b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: ecbb68d71c78eeba291ec3eb6b1517f35424b7a9dd18c1ec481c9443b245eb9b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 9b28a11c129b949f70e7d8afdfbe4ecc248475576574b14c508282748d4302b2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 166f5b73f009a5e9f6168cc2f448fa29d856083a5643557d81321a25e2d09bfa
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 166f5b73f009a5e9f6168cc2f448fa29d856083a5643557d81321a25e2d09bfa
2025-08-11 02:45:35 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit__reduce_sum' with key 'jit__reduce_sum-166f5b73f009a5e9f6168cc2f448fa29d856083a5643557d81321a25e2d09bfa'
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit__reduce_sum' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(_reduce_sum) in 0.023652554 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming true_divide for pjit in 0.000252485 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling true_divide with global shapes and types [ShapedArray(float32[1,128,128]), ShapedArray(float32[1,128,1])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(true_divide) in 0.001795053 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 6387710430867daff0d04a30169c2717f3af9b1b4a41c5b6ed36c4eb8d01a5e4
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 6387710430867daff0d04a30169c2717f3af9b1b4a41c5b6ed36c4eb8d01a5e4
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: d41ba1f112e37e95aacd6b9023e238649204f99ac44c9a2e143e042a6bec0e4b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: c998bd9eb0921cac4386b2ed9abbc7b8b25b1bd4c94ae5dc7cbc1210f26d151e
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: c998bd9eb0921cac4386b2ed9abbc7b8b25b1bd4c94ae5dc7cbc1210f26d151e
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: db5568d3f56ba09303aae50e9314169ac763aa31bc20b3410603aba6c2281c58
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: c648d815fad05b8b5f77b74070c9af1ec8435dc879380434488894b64da8c89d
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: aa06de4786c213733b624c4d7a78e8c7c358d1e2d6702e2cabfb410d82b16c78
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 219337da3d45167d1ab552c9ec7f7ec925522f83566c102e91e8e186465ba42a
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 219337da3d45167d1ab552c9ec7f7ec925522f83566c102e91e8e186465ba42a
2025-08-11 02:45:35 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_true_divide' with key 'jit_true_divide-219337da3d45167d1ab552c9ec7f7ec925522f83566c102e91e8e186465ba42a'
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_true_divide' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(true_divide) in 0.019823313 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming broadcast_in_dim for pjit in 0.000191927 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling broadcast_in_dim with global shapes and types [ShapedArray(float32[])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 02:45:35 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.001781702 sec
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 628536d710407e6e9513c656c42c180f9789b8da1b5d11a0e0b930a5750e6019
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 628536d710407e6e9513c656c42c180f9789b8da1b5d11a0e0b930a5750e6019
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 775dffb007273d900adb06b15e598ce187ad0cdb4fd98a3e7fa3fde4e127585c
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 9f6900e9a08e2d024a8a8a99a4d9e7406d85e38555476f405b2e998f06f3ff33
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 9f6900e9a08e2d024a8a8a99a4d9e7406d85e38555476f405b2e998f06f3ff33
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: fef916d5974b6568464ea5b06b679ef333699554cbfb8c72f470077db135754b
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: af2e30e7cb0c043256c6a9e17d7e3190caa7081909472bcde9a0b6fbb3eb9cd3
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 05dfdd126f699e77b74842704fde4cc2f03ab7f86a4a30caf9ebcc9820786928
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 364651c9fa0deb7cbe103bc0bd660365d1a9ab8468b55bc844e72551f8918332
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 02:45:35 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 364651c9fa0deb7cbe103bc0bd660365d1a9ab8468b55bc844e72551f8918332
2025-08-11 02:45:35 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 02:45:35 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-364651c9fa0deb7cbe103bc0bd660365d1a9ab8468b55bc844e72551f8918332'
2025-08-11 02:45:36 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 02:45:36 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(broadcast_in_dim) in 0.017511368 sec
2025-08-11 02:45:36 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming broadcast_in_dim for pjit in 0.000179529 sec
2025-08-11 02:45:36 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling broadcast_in_dim with global shapes and types [ShapedArray(float32[])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 02:45:36 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.001753092 sec
2025-08-11 02:45:36 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 02:45:36 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
