2025-08-11 16:29:48 |     INFO | structformer_training | setup_logging:107 | ✅ Logging setup complete. Logs: logs/dry_structformer_only/training.log
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 6a38f8dfca772dfc2daf9a20530f4d3483a15fc799dff9fa3f058d28a18e2be8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 125f4b9869dba98d5d7daf1644cd6817b5c5b9806bb1b0db3c0ab58522e270c8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 2cdf751f6c66c90d40060242ec391e4a44459aac9fa52ba973e9b7eea29c7c3c
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 2cdf751f6c66c90d40060242ec391e4a44459aac9fa52ba973e9b7eea29c7c3c
2025-08-11 16:33:20 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-2cdf751f6c66c90d40060242ec391e4a44459aac9fa52ba973e9b7eea29c7c3c'
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(broadcast_in_dim) in 0.033199787 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming concatenate for pjit in 0.000362158 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling concatenate with global shapes and types [ShapedArray(float32[2]), ShapedArray(float32[2])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(concatenate) in 0.002593756 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: e015037a5c6d02ebd3de9fce7683332f7c553cc2fec3adc0713345b3e3061d5b
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: e015037a5c6d02ebd3de9fce7683332f7c553cc2fec3adc0713345b3e3061d5b
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: cce8ae548713a44a3bec768b7657edc2f6b9215edf45ddfc5892f7e33ca11716
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 3075b0beddb7264b749f063aa94e6b89df4041f9f49ed9603b7e688a4eaa3d77
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 3075b0beddb7264b749f063aa94e6b89df4041f9f49ed9603b7e688a4eaa3d77
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 5f4a731729e7640fae9bb88f2b36d475d71792e97be52deb4d8d6a66bd05c7bd
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 723842eaf96f5325595360cc7e7ac095050f04cfbe5e19c147873afb33b1e19a
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: e2856504bdf49183a95e5acae97b6b0d1596fcaae904d93280f6f3ed21f17ef6
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: e2856504bdf49183a95e5acae97b6b0d1596fcaae904d93280f6f3ed21f17ef6
2025-08-11 16:33:20 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_concatenate' with key 'jit_concatenate-e2856504bdf49183a95e5acae97b6b0d1596fcaae904d93280f6f3ed21f17ef6'
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_concatenate' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(concatenate) in 0.033207893 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming reshape for pjit in 0.000321627 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling reshape with global shapes and types [ShapedArray(float32[1,64,64])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(reshape) in 0.002547979 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 7f001719eadbe5c5db317ef032cc97bfcabeec5a2c2677c905eae6eaf9bc9d47
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 7f001719eadbe5c5db317ef032cc97bfcabeec5a2c2677c905eae6eaf9bc9d47
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: baee58330e9afde9b8e549222352bf52387f30b6b7af6766337c3b8a09ce0954
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 902547ef2bc401940a294ebbd6d76da3663eaf7331b43a515c1927c42a0a29b8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 902547ef2bc401940a294ebbd6d76da3663eaf7331b43a515c1927c42a0a29b8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 7293f326154e018f43b0a5f3343e67eb41a4a021ebab00717250b19abb661d1d
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 51ae567f20f1ade1c5a7382e7b96d42c7ec7ed983eba213d06d7a3a571f648a2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: f9fadb5de672d0c1ee16afbe571941ff47556fd94567e17930a18e2d79154ba2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 3a66b2a060a58ca4e1ad932c2e05bb4b46c5ec41f545049b76325917e7afa18f
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 3a66b2a060a58ca4e1ad932c2e05bb4b46c5ec41f545049b76325917e7afa18f
2025-08-11 16:33:20 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_reshape' with key 'jit_reshape-3a66b2a060a58ca4e1ad932c2e05bb4b46c5ec41f545049b76325917e7afa18f'
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_reshape' because it took < 1.00 seconds to compile (0.01s)
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(reshape) in 0.010231256 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _einsum for pjit in 0.000625134 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling _einsum with global shapes and types [ShapedArray(float32[1,64,4,16]), ShapedArray(float32[1,64,4,16])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(_einsum) in 0.002444506 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 8466a833ea4aba9559dae449f8200dab04cb1005f3753aff04b205a8e1852e00
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 8466a833ea4aba9559dae449f8200dab04cb1005f3753aff04b205a8e1852e00
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: ac47f2a7faae8254524393f801b594048d38fec03495d2183afb0126f9eae31d
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 314faf18827f8c76ef986abe5a25279957f80548f2b70a4eff7b619abba1cf3e
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 314faf18827f8c76ef986abe5a25279957f80548f2b70a4eff7b619abba1cf3e
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 353470cdc4827e1c54747324cac0a8eca9a3578cb677502cf7207791bf2b4af8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 07a364bd8d2aef62b66928f905d0520cbe0e52735d2ee9e8ff502ac6359908f2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 3f64a7ba9c7b66606f5f52a5f85baf5a4e08744c1dde2796b859cd05a2f9d29f
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 3f64a7ba9c7b66606f5f52a5f85baf5a4e08744c1dde2796b859cd05a2f9d29f
2025-08-11 16:33:20 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit__einsum' with key 'jit__einsum-3f64a7ba9c7b66606f5f52a5f85baf5a4e08744c1dde2796b859cd05a2f9d29f'
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit__einsum' because it took < 1.00 seconds to compile (0.12s)
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(_einsum) in 0.124599695 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming true_divide for pjit in 0.000581264 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling true_divide with global shapes and types [ShapedArray(float32[1,4,64,64]), ShapedArray(float32[], weak_type=True)]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(true_divide) in 0.002766132 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: b9567805cdf3418d25f9f1d9144e015755f53f0c2cad0068f660bb59207a0680
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: b9567805cdf3418d25f9f1d9144e015755f53f0c2cad0068f660bb59207a0680
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 7cff265d1b87f5e582fe02bcee4345a4f6a69798d4f9da49a03a13feec1ddcab
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 1785e163b763c36695637120d5671b269c690a09d4707df7df0ef79d12a0e170
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 1785e163b763c36695637120d5671b269c690a09d4707df7df0ef79d12a0e170
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: aa5d1d975bbb65ccede09154ec649106537722b1356d997b791790e3bb7cea50
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: cb43baef6f85e09cbc39d16d4e145b3095043230a8ce4db32f8d288fa7be4296
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 96e29272396511a0e23a7d48ab99a50960cd098b87696c3b553f8b6fe6d279fd
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 96e29272396511a0e23a7d48ab99a50960cd098b87696c3b553f8b6fe6d279fd
2025-08-11 16:33:20 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_true_divide' with key 'jit_true_divide-96e29272396511a0e23a7d48ab99a50960cd098b87696c3b553f8b6fe6d279fd'
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_true_divide' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(true_divide) in 0.035516500 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000722885 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling add with global shapes and types [ShapedArray(float32[1,64,64]), ShapedArray(float32[], weak_type=True)]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(add) in 0.002742767 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 8a129458ca232ca4ff9f9882f3192565e794319606667e9fde141cb25fbd0e41
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 8a129458ca232ca4ff9f9882f3192565e794319606667e9fde141cb25fbd0e41
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: e1fff78832c16e7f9dbbb41502177b2460af98cf909d4ff49c8daca6aa4c62d3
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: ff2259922614470155f61b18b26003cbe01cc11afa2030ecbe7964729e5d6351
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: ff2259922614470155f61b18b26003cbe01cc11afa2030ecbe7964729e5d6351
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: b7e03570c0ee95f55d3e087587554bb25e82f30213c5fbbc480576c02925d383
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: b5d1f9ba50a41b9122b52823c7d33eaeb5fc0dba5b71e31a9f8b61f4112e2314
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 9012a87f0b33b27c2a274af52b932932834e74657162f69585d76092e3a72f2e
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 9012a87f0b33b27c2a274af52b932932834e74657162f69585d76092e3a72f2e
2025-08-11 16:33:20 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_add' with key 'jit_add-9012a87f0b33b27c2a274af52b932932834e74657162f69585d76092e3a72f2e'
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_add' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(add) in 0.034808636 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming log for pjit in 0.000431776 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling log with global shapes and types [ShapedArray(float32[1,64,64])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 16:33:20 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(log) in 0.002549171 sec
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:33:20 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:33:20 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 9ed7e15f686eb8766decc174ccd0726fafc66f433aab0af745b76c9326a5d205
