2025-08-11 16:40:07 |     INFO | structformer_training | setup_logging:107 | ✅ Logging setup complete. Logs: logs/dry_full_poincare/training.log
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming subtract for pjit in 0.000351667 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000317574 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming conjugate for pjit in 0.000140667 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000312805 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming real for pjit in 0.000124693 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _reduce_sum for pjit in 0.000718355 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming sqrt for pjit in 0.000289917 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming norm for pjit in 0.004107475 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming maximum for pjit in 0.000407934 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming true_divide for pjit in 0.000388622 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming minimum for pjit in 0.000485182 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000330687 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming poincare_proj for pjit in 0.011612177 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling poincare_proj with global shapes and types [ShapedArray(float32[1,64,64]), ShapedArray(float32[], weak_type=True), ShapedArray(float32[], weak_type=True)]. Argument mapping: (UnspecifiedValue, UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(poincare_proj) in 0.004620790 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 6da6c304229e995aac23128943afbdc765439a3e005ae62cb4a2a5ba420daf80
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 6da6c304229e995aac23128943afbdc765439a3e005ae62cb4a2a5ba420daf80
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 318dfb7d8d298adc066764d05b1a80dba07dc7bef928cab716098586962207a3
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 977e1f96606edc1a3907283290d94b764a4a8286e3a19bda955ba68a57c06216
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 977e1f96606edc1a3907283290d94b764a4a8286e3a19bda955ba68a57c06216
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 5ba4fc1ac7356bae4c4a0bb8d5adeec226b0d3f9470098c8769db0e424976544
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 3d99fc3c9268d6f539d218ce69506f11febebb5137dbd7434e9efa68f187c1cd
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 2147cc48481793ee5554189578b481d8cc281f8b07e86a84f0950a7f5d47e0f3
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 95e353656e1455a9adc41061afe57ba5465073b1f0f1ebbc444e491ed7f48a99
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 95e353656e1455a9adc41061afe57ba5465073b1f0f1ebbc444e491ed7f48a99
2025-08-11 16:40:11 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_poincare_proj' with key 'jit_poincare_proj-95e353656e1455a9adc41061afe57ba5465073b1f0f1ebbc444e491ed7f48a99'
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_poincare_proj' because it took < 1.00 seconds to compile (0.06s)
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(poincare_proj) in 0.060036421 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming negative for pjit in 0.000326157 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming mobius_neg for pjit in 0.001107216 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000335932 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _reduce_sum for pjit in 0.000637531 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.001347542 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000457525 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000327826 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming subtract for pjit in 0.000396252 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000337362 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000344038 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000302792 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming maximum for pjit in 0.000462055 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming true_divide for pjit in 0.000319481 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming mobius_addition for pjit in 0.013180494 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming conjugate for pjit in 0.000145435 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming real for pjit in 0.000112772 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _reduce_sum for pjit in 0.000580549 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming sqrt for pjit in 0.000244856 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming norm for pjit in 0.003190279 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming maximum for pjit in 0.000505686 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming minimum for pjit in 0.000384331 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming clip for pjit in 0.002037048 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming arctanh for pjit in 0.000251532 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming log_map_at_basepoint for pjit in 0.023425579 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling log_map_at_basepoint with global shapes and types [ShapedArray(float32[1,64,64]), ShapedArray(float32[64]), ShapedArray(float32[], weak_type=True)]. Argument mapping: (UnspecifiedValue, UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(log_map_at_basepoint) in 0.011382103 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: b5c860c78174623e491dcd5726601535f687cecca2d387d1e6197eb384113041
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: b5c860c78174623e491dcd5726601535f687cecca2d387d1e6197eb384113041
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 0545d0c1786841f84476dc937df69d229fb43458dae7f3b0f46aaa1969a2c36a
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 9ef115e5480d3495e8402c555fb1ef15691d1e3bd5de68012a26213b1131e783
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 9ef115e5480d3495e8402c555fb1ef15691d1e3bd5de68012a26213b1131e783
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 5ba4fc1ac7356bae4c4a0bb8d5adeec226b0d3f9470098c8769db0e424976544
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 71453f39e4eee92dda5f6ff7475e65928a58f9941bd6e9b49c7135f9aa3d37f9
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 184a75be82519094dedca4799f7a4f68b843684f5916fe7c4ca4fdc5199f7b19
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: d7f8d0e9ce3a262c63ea93a68378c7efc5bec5649a9cf335b1a6348e69debc64
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: d7f8d0e9ce3a262c63ea93a68378c7efc5bec5649a9cf335b1a6348e69debc64
2025-08-11 16:40:11 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_log_map_at_basepoint' with key 'jit_log_map_at_basepoint-d7f8d0e9ce3a262c63ea93a68378c7efc5bec5649a9cf335b1a6348e69debc64'
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_log_map_at_basepoint' because it took < 1.00 seconds to compile (0.12s)
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(log_map_at_basepoint) in 0.126208544 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming iota for pjit in 0.000252008 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling iota with global shapes and types []. Argument mapping: ().
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(iota) in 0.002554178 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 731c8b55e71e456d1726b9773d0409572fd2fd8b59f5234c0469ba207266f7e6
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 731c8b55e71e456d1726b9773d0409572fd2fd8b59f5234c0469ba207266f7e6
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 82150cacd5575bf8d0dcd83571b5e7eb2b140be57acaef4987244a642f92b929
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 862e7856ad007c2fe21e54f15dce05181323a6306d7d6b77c1545a8d4c4420c4
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 862e7856ad007c2fe21e54f15dce05181323a6306d7d6b77c1545a8d4c4420c4
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 0e8f8e088e96c04023a3f55724dbc9e8630c36606721a48ccd4a4742520e6292
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 879e03ac4e2850c2a767084cd923bd8ec00af78af59e99583370dd3c5cff49cd
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 94daafd2a2690f6a8e837ddd7c993c8b7ca3689cec1369a62859af7b94817803
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 35ee0b133131c764c6576cdc308adfc36a23a5ec891e17b793a8930f486b2438
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 35ee0b133131c764c6576cdc308adfc36a23a5ec891e17b793a8930f486b2438
2025-08-11 16:40:11 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_iota' with key 'jit_iota-35ee0b133131c764c6576cdc308adfc36a23a5ec891e17b793a8930f486b2438'
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_iota' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(iota) in 0.030910492 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming broadcast_in_dim for pjit in 0.000338793 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling broadcast_in_dim with global shapes and types [ShapedArray(int32[64])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.002495050 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: d73dccf2437a12cfb528df536bee77fce913eccaed5c83a368a7d31498610141
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: d73dccf2437a12cfb528df536bee77fce913eccaed5c83a368a7d31498610141
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 3d1394b9a1f42b5c9d6f97d811ad2063ed8dd631972a50c122a463ad2335d193
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 176f2ae121dcbfea650987f30beaeec9240c12e5c6e83c1846bea62465e07a5a
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 176f2ae121dcbfea650987f30beaeec9240c12e5c6e83c1846bea62465e07a5a
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 7293f326154e018f43b0a5f3343e67eb41a4a021ebab00717250b19abb661d1d
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: d580a2aa8cd655b2d411d9c3d98eb2e444c355c468dc07d2daad8377e73094eb
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 5b987b613f2d7f4ee985189b602b099bc3dfdc01e2080ead9f3da979ea03adbe
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: d37279a0ef042f49fd332a3ff8d64f25cdf5fc1135f13b4e57f375336f765d12
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: d37279a0ef042f49fd332a3ff8d64f25cdf5fc1135f13b4e57f375336f765d12
2025-08-11 16:40:11 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-d37279a0ef042f49fd332a3ff8d64f25cdf5fc1135f13b4e57f375336f765d12'
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.01s)
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(broadcast_in_dim) in 0.009869099 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming gather for pjit in 0.000325441 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling gather with global shapes and types [ShapedArray(float32[64,64]), ShapedArray(int32[1,64,1])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:40:11 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(gather) in 0.002289534 sec
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:40:11 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 8e8198d86d91718b4b9eccaec10a62fd451059fc84a66c7d3567beb4b0403e97
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 8e8198d86d91718b4b9eccaec10a62fd451059fc84a66c7d3567beb4b0403e97
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: b772ea5afb7c3101c47135258c1ac404dfbfb3d74d2aaa60b0275ef9e6ae2547
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: ecfbebd951cac4e1e45398f0b5f6840377bbd21ce47575f2f4e9d8a514cc43b1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: ecfbebd951cac4e1e45398f0b5f6840377bbd21ce47575f2f4e9d8a514cc43b1
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 3d5b2ec3956a2535e17bb61c88a50085b56fc3c666a36e85d8b4919000e09baf
2025-08-11 16:40:11 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
